ID,first_name,last_name,sex,title,birth_date,birth_place,death_date,death_place
1520,"Alfonso_VIII","",M,"King of Castile","1155",,"1214",
1521,"Matthew of_Alsace","",M,"Count Boulogne",,,,
1522,"Eustace_III of_Boulogne","",M,"Count",,,,
1523,"Isabel de_Warrenne","",F,,,,,
1524,"Constance of_Toulouse","",F,,,,,
1525,"Robert the_Devil","",M,"Duke",,,"1035",
1526,"Herleva","",F,,,,,
1527,"Richard_II of_Normandy","",M,"Duke",,,"1026",
1528,"Judith of_Brittany","",F,,,,,
1529,"Richard_III of_Normandy","",M,"Duke",,,"1028",
1530,"Richard_I the_Fearless of_Normandy","",M,"Count",,,"996",
1531,"Gunnor of_Denmark","",F,,,,,
1532,"Emma of_Normandy","",F,,,,"1052",
1533,"Ethelred_II the_Unready","",M,"King of Kent","ABT     968",,"1016",
1534,"Edward the_Confessor","",M,"King of England","ABT    1002","Islip,Oxfordshire,England","5 JAN 1066",
1535,"Edith (Eadgyth)","",F,,,,"18 DEC 1075",
1536,"Godwin","",M,"Earl of Wessex",,,,
1537,"Gytha","",F,,,,,
1538,"Harold_II","",M,,"ABT    1022",,"14 OCT 1066","Hastings"
1539,"Edith Swan-neck (Ealdgyth)","",F,,,,,
1540,"Gytha","",F,,,,,
1541,"Vladimir of_Kiev","Monomakh",M,"Grand Duke",,,"1125",
1542,"Elfreda (Elfgiva)","",F,,,,,
1543,"Edmund_II Ironside","",M,,,,"1016",
1544,"Ealdgyth","",F,,,,,
1545,"Edward","Athling",M,,"ABT    1016",,"1057",
1546,"Agatha","",F,,,,,
1547,"Edgar","Athling",M,,,,,
1548,"Canute_II the_Great","",M,,"ABT     995",,"12 NOV 1035","Shaftesbury,England"
1549,"Elfgiva of_Northampton","",F,,,,,
1550,"Harold_I Harefoot","",M,,"ABT    1015",,"17 MAR 1040","Oxford,England"
1551,"Sweyn","",M,"King of Norway",,,"1036",
1552,"Hardicanute","",M,"King of Denmark","1018",,"8 JUN 1042","Lambeth"
1553,"Herluin of_Conteville","",M,"Viscount",,,,
1554,"Odo of_Bayeux","",M,"Bishop",,,"1097",
1555,"Robert","",M,"Count of Mortain",,,,
1556,"Alan_IV of_Brittany","Fergant",M,"Count",,,,
1557,"William_II the_Good","",M,"King of Sicily","1166",,"18 NOV 1189",
1558,"Raymond_VI of_Toulouse","",M,"Count",,,,
1559,"Nicholas","Koulikovsky",M,"Colonel","1881",,"1958","Cooksville,Near Toronto,Ontario,Canada"
1560,"Tikhon","Koulikovsky",M,,"1917",,,
1561,"Goury","Koulikovsky",M,,"1919",,,
1562,"Andrew","",M,,"1897",,,
1563,"Theodore","",M,,"1898",,,
1564,"Nikita","",M,,"1900",,,
1565,"Dimitri","",M,,"1901",,,
1566,"Rostislav","",M,,"1902",,,
1567,"Vassily","",M,,"1907",,,
1568,"Alexander Alexandrovich","Romanov",M,,"1869",,"1870",
1569,"Catherine","Yourievska",F,"Princess","1847",,"1922",
1570,"George","Romanov",M,,"1872",,"1913",
1571,"Olga","Romanov",F,,"1874",,"1925",
1572,"Catherine","Romanov",F,,"1878",,"1959",
1573,"Alexandra","Zarnekau",F,"Countess","1883",,,
1574,"Alexander Alexandrovich","Romanov",M,,"1900",,,
1575,"","von_Merenberg",M,"Count","1871",,"1948",
1576,"George","",M,,"1897",,,
1577,"Olga","",F,,"1898",,,
1578,"Alexander V.","Bariatinsky",M,"Prince","1870",,"1910",
1579,"Andrei","Bariatinsky",M,,"1902",,"1931",
1580,"Alexander","Bariatinsky",M,,"1905",,,
1581,"Serge","Obelensky",M,"Prince","1890",,,
1582,"Sanchia of_Provence","",F,,"ABT    1225","Aix-en-Provence","9 NOV 1261","Berkhamsted"
1583,"Beatrix of_Falkenburg","",F,,"ABT    1253",,"17 OCT 1277",
1584,"Frederick_II of_Germany","",M,"Emperor",,,,
1585,"Alexander_III","",M,"King of Scotland","1241",,"1286",
1586,"John of_Dreux","",M,"Earl of Richmond",,,,
1587,"Aveline de_Forz","",F,,,,"10 NOV 1274","Stockwell"
1588,"Gilbert De_Clare","",M,"Earl Gloucester",,,"1295",
1589,"Ralph de_Monthermer","",M,"Baron",,,"1305",
1590,"John_II","",M,"Duke of Brabant",,,,
1591,"John_I","",M,"Count of Holland",,,,
1592,"Humphrey De_Bohun","",M,"Earl of Hereford",,,,
1593,"Mary de_Ros","",F,,,,,
1594,"John_V","de_Montfort",M,"Duke of Brittany",,,"1 NOV 1399",
1595,"Margaret","Holland",F,,,,"31 DEC 1439",
1596,"Anne of_Burgundy","",F,,,,"14 NOV 1432","Paris,France"
1597,"Jacqueline of_Holland","",F,"Countess",,,,
1598,"Eleanor de_Cobham","",F,,,,"7 JUL 1452","Beaumaris Castle"
1599,"Ludwig_III","",M,"Elector Palatine",,,,
1600,"Eric_X of_Pomerania","",M,"King of Denmark",,,,
1601,"Joan of_Navarre","",F,,"ABT    1370","Pamplona","9 JUL 1437","Havering atte,Bower,Essex,England"
1602,"William","Bourchier",M,"Count",,,"1420",
1603,"Anne of_Gloucester","",F,,,,,
1604,"Frederick_II of_Hesse-Cassel","",M,"Landgrave","1720",,"1785",
1605,"Elizabeth Christine","",F,,"1715",,"1797",
1606,"Ferdinand Albert_II of_Brunswick","",M,,"1680",,"1735",
1607,"Margaret Alice","Bridgeman",F,"Lady",,,,
1608,"William","d'Aubigny",M,"Earl of Arundel",,,"12 OCT 1176",
1609,"Henri","de_Laborde",M,,"11 JUN 1934","Talence,Gironde,France",,
1610,"Frederick","",M,,"1968",,,
1611,"Joachim","",M,,"1969",,,
1612,"Silvia Renate","Sommerlath",F,,"23 DEC 1943","Heidelberg,Germany",,
1613,"Oscar_I","",M,"King of Sweden","4 JUL 1799","Paris,France","8 MAR 1844","Stockholm,Sweden"
1614,"Josephine","de_Beauharnais",F,,"14 MAR 1807","Milan,Italy","7 JUN 1876","Stockholm,Sweden"
1615,"Charles_XIV John","",M,"King of Sweden","26 JAN 1763","Pau,Bearn,France","8 MAR 1844","Stockholm,Sweden"
1616,"Desiree","",F,,"9 NOV 1777","Marseilles,France","17 DEC 1860","Stockholm,Sweden"
1617,"Frederick_VI","",M,"King of Denmark","28 JAN 1768","Christiansborg,Nr: Copenhagen,Denmark","3 DEC 1839","Amalienborg"
1618,"Marie","",F,,"28 OCT 1767","Hanau","21 MAR 1852","Amalienborg,Denmark"
1619,"Juliana Maria","",F,,"4 SEP 1729","Wolfenbuttel","10 OCT 1796","Fredensborg,Denmark"
1620,"Christian_VI","",M,"King of Denmark","10 DEC 1699","Copenhagen,Denmark","6 AUG 1746","Copenhagen,Denmark"
1621,"Sophie Magdalene","",F,,"28 NOV 1700",,"27 MAY 1770","Christiansborg,Denmark"
1622,"Frederick_IV","",M,"King of Denmark","21 OCT 1671","Copenhagen,Denmark","12 OCT 1730","Copenhagen,Denmark"
1623,"Louise","",F,,"28 AUG 1667",,"15 MAR 1721",
1624,"Anna Sophie","",F,,"16 APR 1693",,"7 JAN 1743","Klausholm"
1625,"Christian_V","",M,"King of Denmark","15 APR 1646","Flensborg","25 AUG 1699",
1626,"Charlotte Amelia","",F,,"27 APR 1650","Cassel","27 MAR 1714","Copenhagen"
1627,"Christian_IV","",M,"King of Denmark","12 APR 1577","Frederiksborg","28 FEB 1648","Copenhagen,Denmark"
1628,"Anne Catherine","",F,,"26 JUN 1575",,"29 MAR 1612",
1629,"Christine of_Schleswig- Holstein","",F,"Countess","6 JUL 1598",,"19 APR 1658","Odense"
1630,"Frederick_III","",M,"King of Denmark","18 MAR 1609","Haderslev,Denmark","9 FEB 1670","Copenhagen,Denmark"
1631,"Sophia Amelia","",F,,"24 MAR 1628","Herzberg","20 FEB 1685","Copenhagen"
1632,"Christian_III","",M,"King of Denmark","12 AUG 1503","Gottorp","1 JAN 1559","Coldingen"
1633,"Dorothea","",F,,"9 JUL 1511",,"7 OCT 1571","Sonderburg"
1634,"Frederick_I","",M,"King of Denmark","7 OCT 1471",,"10 APR 1533","Gottorp"
1635,"Anna","",F,,"27 AUG 1487",,"3 MAY 1547","Kiel"
1636,"Sophie","",F,,"1498",,"13 MAY 1568","Keil"
1637,"Christian","",M,,"1745",,"1747",
1638,"Sophia Magdalena","",F,,"1746",,"1813",
1639,"Caroline","",F,,"1747",,"1820",
1640,"Louise","",F,,"1750",,"1831",
1641,"Charles of_Hesse-Cassel","",M,,"1744",,"1836",
1642,"Christian","",M,,"1791",,"1791",
1643,"Frederick","",M,,"1753",,"1805",
1644,"Sophia Frederica of_Mecklenburg-","",F,,"1758",,"1794",
1645,"Christian_VIII","",M,"King of Denmark","18 SEP 1786","Christiansborg","20 JAN 1848","Amalienborg"
1646,"Ferdinand","",M,,"1792",,"1863",
1647,"Charlotte","",F,,"4 DEC 1784","Ludwigslust","13 JUL 1840","Rome,Italy"
1648,"Caroline","",F,,"22 JUN 1796","Copenhagen","9 MAR 1881","Amalienborg"
1649,"Frederick_VII","",M,"King of Denmark","6 OCT 1808","Amalienborg","15 NOV 1863","Glucksburg"
1650,"Wilhelmine","",F,,"18 JAN 1808","Kiel","30 MAY 1891","Glucksburg"
1651,"Caroline","",F,,"10 JAN 1821","Neustrelitz","1 JUN 1876","Neustrelitz"
1652,"Louise","Rasmussen",F,"Countess","21 APR 1815","Copenhagen","6 MAR 1874","Cannes"
1653,"Louise Augusta","",F,,"1771",,"1843",
1654,"Frederick Christian of_Schleswig-","",M,"Duke","1765",,"1814",
1655,"Marie Louise","",F,,"1792",,"1793",
1656,"Caroline","",F,,"1793",,"1881",
1657,"Louise","",F,,"1795",,"1795",
1658,"Christian","",M,,"1797",,"1797",
1659,"Louise Juliane","",F,,"1802",,"1802",
1660,"Frederica Maria","",F,,"1805",,"1805",
1661,"Charles","",M,"Duke","1813",,"1878",
1662,"Maximilian of_Austria","",M,"Archduke","1832",,"1867",
1663,"Valdemar","",M,,"1858",,"1939",
1664,"Harold","",M,,"1876",,"1949",
1665,"Thyra","",F,,"1880",,"1945",
1666,"Gustav","",M,,"1887",,"1944",
1667,"Dagmar","",F,,"1890",,"1961",
1668,"Jorgen","Castenskiold",M,,"1893",,,
1669,"Helene of_Schleswig- Holstein","",F,,"1888",,"1962",
1670,"Caroline Mathilde","",F,,"1912",,,
1671,"Knud","",M,"Her. Prince","1900",,"1976",
1672,"Benedikte","",F,,"1944",,,
1673,"Richard of_Sayn- Wittgenstein-","",M,"Prince","1934",,,
1674,"Elizabeth","",F,,"1935",,,
1675,"Ingolf","",M,,"1940",,,
1676,"Christian","",M,,"1942",,,
1677,"Anne Dorothy Maltoft-Nielsen","",F,,"1947",,,
1678,"William","",M,,"1840",,"1879",
1679,"Maurice","",M,,"1843",,"1850",
1680,"Alexander","",M,,"1851",,"1884",
1681,"Charlotte","",F,,"1800",,"1806",
1682,"Marianne of_Netherlands","",F,,"1810",,"1883",
1683,"William","",M,,"1836",,"1846",
1684,"Marie","",F,,"1841",,"1910",
1685,"William of_Wied","",M,"Prince","1845",,"1907",
1686,"Carlos Hugo","",M,"Prince","1930",,,
1687,"Peter","van_Vollenhoven",M,,"1939",,,
1688,"Jorge","Guillermo",M,,"1946",,,
1689,"Alexander","",M,,"1818",,"1848",
1690,"Henry","",M,,"1820",,"1879",
1691,"Ernest","",M,,"1822",,"1822",
1692,"Sophie","",F,,"1824",,"1897",
1693,"Charles Alexander of_Saxe-Weimar","",M,"Grand Duke","1818",,"1901",
1694,"John Frederick of_Brandenburg-","",M,"Margrave",,,,
1695,"Amalia","",F,,"21 DEC 1818","Oldenburg,Germany","20 MAY 1875","Bamberg,Germany"
1696,"Leopold_I George of_Saxe-Coburg","",M,"King of Belgium","16 DEC 1790","Coburg,Germany","10 DEC 1865","Laeken,Belgium"
1697,"Leopold","",M,,"1833",,"1834",
1698,"Leopold_II","",M,"King of Belgium","9 APR 1835","Brussels,Belgium","17 DEC 1909","Laeken"
1699,"Marie Charlotte","",F,,"1840",,"1927",
1700,"Louis Joseph","",M,"Dauphin","1781",,"1789",
1701,"Louis_XVII","",M,"King of France","27 MAR 1785","Versailles,France","8 JUN 1795","Paris,France"
1702,"Sophie Beatrix","",F,,"1786",,"1787",
1703,"Marie Therese of_Angouleme","",F,"Duchess","1778",,"1851",
1704,"Pepin the_Hunchback","",M,,,,"811",
1705,"Marie Amelie of_Bourbon","",F,"Queen of France","1782",,"24 MAR 1866","Claremont"
1706,"Alexander of_Mar","Ramsay",M,"Capt.","1919",,,
1707,"Flora Fraser","",F,"Lady","1930",,,
1708,"Dorothy","Hastings",F,,"1899",,,
1709,"","",M,"Duke of Beaufort","1900",,,
1710,"J. E.","Gibbs",M,"Col.","1879",,"1932",
1711,"Henry Abel","Smith",M,"Col. Sir","1900",,,
1712,"John","Spencer",M,,"1960",,"1960",
1713,"Katharine","Seymour",F,"Lady","1900",,,
1714,"James","",M,"Duke of Abercorn","1904",,"1979",
1715,"Kathleen","Crichton",F,"Lady","1905",,,
1716,"Charles Lennox of_Richmond","",M,"Duke","1764",,"1819",
1717,"George Henry Lennox","",M,"Lord",,,"1805",
1718,"Louisa","Kerr",F,"Lady",,,"1830",
1719,"Charles Lennox of_Richmond","",M,"Duke","1701",,"1750",
1720,"Charles Lennox of_Richmond","",M,"Duke","1672",,"1723",
1721,"Anne of_Albemarle","",F,"Countess",,,"1789",
1722,"John","Russell",M,"Duke of Bedford","1766",,"1839",
1723,"Elizabeth of_Tavistock","",F,"Marchioness",,,"1768",
1724,"Caroline of_Lothian","",F,"Marchioness",,,"1778",
1725,"Frederica of_Holdernesse","",F,"Countess","1688",,"1751",
1726,"of_Schomberg","",M,"Duke",,,,
1727,"Charlot","",F,,"1659",,"1696",
1728,"Richard","Bingham",M,"Earl of Lucan","1764",,"1839",
1729,"Charles","Bingham",M,"Earl of Lucan","1735",,"1799",
1730,"Elizabeth","Poyntz",F,,,,"1851",
1731,"","Spencer",M,"Earl of Spencer","1835",,"1910",
1732,"Charlotte","Seymour",F,,,,"1903",
1733,"Delia Peel","",F,"Lady","1889",,"1981",
1734,"Lavinia Annaly","",F,"Lady","1899",,"1955",
1735,"John of_Althorp","Spencer",M,"Hon.","1708",,"1746",
1736,"William_IX of_Hesse-Cassel","",M,"Elector",,,,
1737,"Ernest_II of_Saxe-Coburg- Saalfeld","",M,"Duke","1818",,"1893",
1738,"Marie","",F,,,,,
1739,"Philip_III the_Bold","",M,"King of France","1 MAY 1245","Poissy,,,France","5 OCT 1285","Perpignan"
1740,"Louis_IX (St._Louis)","",M,"King of France","25 APR 1214",,"25 AUG 1270","Tunis,,,Africa"
1741,"Louis_VIII the_Lion","",M,"King of France","5 SEP 1187","Paris,France","8 NOV 1226","Auvergne,France"
1742,"Blanche of_Castile","",F,,"1188",,"1252",
1743,"Charles_IV the_Fair","",M,"King of France","ABT    1294",,"1 FEB 1328","Vincennes,France"
1744,"Edward","",M,,,,,
1745,"Beatrice","",F,,,,,
1746,"Ferdinand_III","",M,"King of Castile","1199",,"1252",
1747,"Berengaria","",F,,"1171",,"1246",
1748,"Sancho_III","",M,"King of Castile","ABT    1134",,"ABT    1158",
1749,"Alfonso_X the_Wise","",M,"King of Castile","ABT    1226",,"1284","Seville,,,Spain"
1750,"","Unknown",F,,,,,
1751,"Sancho_IV","",M,,"1258",,"1296",
1752,"Gunnor","",M,,,,,
1753,"Athelstan","",,,,,,
1754,"Egbert","",M,,,,"1005",
1755,"Edred","",,,,,,
1756,"Edwy","",,,,,"1017",
1757,"Edward","",M,,,,,
1758,"Edgar","",M,,,,,
1759,"Edith","",F,,,,,
1760,"Elgiva","",F,,,,,
1761,"Wulfhilda","",F,,,,,
1762,"(Daughter)","",F,,,,,
1763,"Stephen_I","",M,"King of Hungary","ABT     975",,"1038",
1764,"Edmund","",M,,,,,
1765,"Hedwig","",F,,,,,
1766,"Christina","",F,,,,,
1767,"Alfred Athling","",M,,,,"1036",
1768,"Gunhilda","",F,,,,"1038",
1769,"Edric of_Mercia","Streona",M,"Ealdorman",,,,
1770,"Uchtred","",M,,,,,
1771,"Waltheof of Northumberland","",M,"Earl",,,,
1772,"Ulfcytel of_East_Anglia","Snylling",M,"Ealdorman",,,,
1773,"Athelstan","",M,,,,,
1774,"Alfgar of_Mercia","",M,"Earl",,,,
1775,"Alfhelm of_Northhampton","",M,"Earl",,,,
1776,"Sweyn Forkbeard","",M,"King of Denmark",,,"1014",
1777,"Gunhilda","",F,,,,,
1778,"Mieczislaw_I of_Poland","",M,"Duke",,,,
1779,"Edgar the_Peaceful","",M,,"944",,"975",
1780,"Elfrida","",F,,,,"1000",
1781,"Ethelfleda","",F,,,,,
1782,"Edward the_Martyr","",M,,,,,
1783,"Ordmaer","",M,"Ealdorman",,,,
1784,"Edmund","",M,,,,"970",
1785,"Ordgar of_Devon Ealdorman","",M,,,,,
1786,"Edmund_I the_Elder","",M,,"939",,"946",
1787,"St._Elgiva","",F,,,,,
1788,"Edwy","",M,,,,,
1789,"Elgiva","",F,,,,,
1790,"Ethelfleda of_Domerham","",F,,,,,
1791,"Alfgar of_Wiltshire","",M,"Ealdorman",,,,
1792,"Edward the_Elder","",M,,,,"924",
1793,"Edgiva","",F,,,,,
1794,"Edred","",M,,,,,
1795,"Edburh","",F,,,,,
1796,"Edgiva","",F,,,,,
1797,"Louis","",M,"King of Provence",,,,
1798,"Ecgwyn","",F,,,,,
1799,"Athelstan","",M,,"895",,"940",
1800,"Daughter","",F,,,,,
1801,"Sihtric of Northumberland","",M,"King of Denmark",,,,
1802,"Elfleda","",F,,,,,
1803,"Ethelwerd","",,,,,"924",
1804,"Edwin","",M,,,,,
1805,"Elfleda","",F,,,,,
1806,"Edgiva","",F,,,,,
1807,"Ethelhilda","",F,,,,,
1808,"Edhilda","",F,,,,,
1809,"Eadgyth (Edith)","",F,,,,,
1810,"Elgiva","",F,,,,,
1811,"Charles the_Simple","",M,"King of France",,,,
1812,"Hugh the_Great","",M,"Count of Paris",,,,
1813,"Otho_I the_Great","",M,"King of Germany",,,,
1814,"Boleslaw_II","",M,"Duke of Bohemia",,,,
1815,"Claude","",M,"Duke of Guise",,,,
1816,"Francis_I","",M,"King of France","12 SEP 1494","Cognac,France","31 MAR 1547","Rambouillet,France"
1817,"Louise of_Savoy","",F,,"1476",,"1531",
1818,"Donald","",M,"Earl of Mar",,,,
1819,"Adam of_Rowallan","Mure",M,"Sir",,,,
1820,"Hugh","",M,"Earl of Ross",,,,
1821,"Jean","",F,"Lady",,,,
1822,"John","Keith",M,"Sir",,,,
1823,"John of_Glamis","Lyon",M,"Sir",,,,
1824,"James","Sandilands",M,"Sir",,,,
1825,"John","Drummond",M,"Sir",,,,
1826,"Arnold","",M,"Duke of Gueldres",,,,
1827,"Christian_I","",M,"King of Denmark","1426",,"1481",
1828,"Dorothea","",F,,"1430",,"1495",
1829,"","Unknown",F,,,,,
1830,"Robert","Bruce",M,,,,"1304",
1831,"Margaret of_Carrick","",F,"Countess",,,,
1832,"Robert","Bruce",M,,,,"1295",
1833,"Isobel","",F,,,,"1254",
1834,"Gilbert De_Clare of_Gloucester","",M,"Earl",,,,
1835,"Robert of_Annandale","Bruce",M,"Lord",,,,
1836,"Isobel","",F,,,,"1251",
1837,"David of_Huntingdon","",M,"Earl",,,"1219",
1838,"Matilda","",F,,,,"1233",
1839,"Hugh","Keveliock",M,"Earl of Chester",,,,
1840,"John","Logie",M,"Sir",,,,
1841,"Malcolm","Drummond",M,"Sir",,,,
1842,"Margaret","",F,,,,"1228",
1843,"Alan","",M,"Lord of Galloway",,,,
1844,"Devorguilla","",F,,,,"1290",
1845,"John","Balliol",M,,,,,
1846,"John","Balliol",M,,,,"1313",
1847,"Isobel","",F,,,,,
1848,"John de_Warenne","",M,"Earl of Surrey",,,,
1849,"Edward","Balliol",M,,,,"1363",
1850,"Baldwin_V of_Flanders","",M,"Count",,,,
1851,"Sybilla","",F,,,,,
1852,"Geoffrey of_Conversano","",M,"Count",,,,
1853,"William Clito of_Flanders","",M,"Count",,,"1128",
1854,"Sybil","",F,,,,,
1855,"Fulke","",M,"Count of Anjou",,,,
1856,"Adelicia","",F,,,,,
1857,"Reiner of_Montferrat","",M,"Marquis",,,,
1858,"Isabella","",F,,,,,
1859,"Geoffrey Lower_Lorraine","",M,"Duke",,,,
1860,"Matilda","",F,,,,"1120",
1861,"William","",M,,,,,
1862,"Agnes","",F,,,,,
1863,"Giles de_Sulli","",M,,,,,
1864,"Maud","",F,,,,,
1865,"Ingelbert of_Carinthia","",M,"Duke",,,,
1866,"Geoffrey_VI of_Anjou","",M,"Count of Nantes","1134",,"1158",
1867,"William","",M,"Count of Poitou","1136",,"1164",
1868,"William_X of_Aquitaine","",M,"Duke","1099",,"1137",
1869,"Louis_VII the_Younger","",M,"King of France","ABT    1121",,"18 SEP 1180","Paris,France"
1870,"William de_Warenne","",M,"Earl of Surrey",,,,
1871,"Theodore of_Flanders","",M,"Count",,,,
1872,"Sancho_VI","",M,"King of Navarre",,,,
1873,"Eleanor","",F,,,,"1241",
1874,"Conan of_Brittany","",M,"Duke",,,,
1875,"Ranulph","",M,"Earl of Chester",,,,
1876,"Guy of_Thouars","",M,"Viscount",,,,
1877,"William of_Gloucester","",M,"Earl",,,,
1878,"Geoffrey de_Mandeville","",M,,,,,
1879,"Hubert de_Burgh","",M,,,,,
1880,"Hugh de_la_Marche","le_Brun",M,"Count",,,,
1881,"Raymond of_Provence","",M,"Count",,,,
1882,"Henry","",M,,,,"1271",
1883,"William of_Pembroke","Marshal",M,"Earl",,,,
1884,"Raymond of_Provence","Berengar",M,"Count",,,,
1885,"William de_Fauquemont of_Montjoye","",M,"Count",,,,
1886,"Alexander_II","",M,"King of Scotland","1198",,"1249",
1887,"Edmund","",M,"Earl of Cornwall",,,"1300",
1888,"Richard","",M,,,,"1296",
1889,"Margaret","",F,,,,,
1890,"Richard De_Clare of_Gloucester","",M,"Earl",,,,
1891,"Alfonso_IX","",M,"King of Castile",,,"1230",
1892,"Lucienne of_Rochefort","",F,,,,,
1893,"William of_Albemarle","de_Forz",M,"Count",,,,
1894,"Robert","",M,"Count of Artois",,,,
1895,"","Unknown",F,,,,,
1896,"Yolande","",F,,,,,
1897,"Robert_IV","",M,"Count of Dreux",,,,
1898,"Roger of_Harwich","Hayles",M,"Sir",,,,
1899,"Piers De_Braose","",M,,,,,
1900,"Ralph","Cobham",M,"Sir",,,,
1901,"John","",M,"Lord Wake",,,,
1902,"John","Comyn",M,,,,,
1903,"Philip_IV the_Fair","",M,"King of France","1268","Fontainebleau,France","29 NOV 1314","Fontainebleau,France"
1904,"Roger","Mortimer",M,"Earl of March II",,,"1360",
1905,"Edmund","Mortimer",M,"Sir",,,,
1906,"Roger","Mortimer",M,"Earl of March I",,,"1330",
1907,"Edmund","Mortimer",M,"Lord Mortimer I",,,,
1908,"Roger","Mortimer",M,,,,,
1909,"Maud","",F,,,,,
1910,"Ralph","Mortimer",M,,,,,
1911,"Gwladus DDU","",F,,,,,
1912,"Reginald De_Braose","",M,,,,,
1913,"Llywelyn Fawr the_Great","",M,"Prince of Wales",,,,
1914,"Richard","Wellesley",M,"Marquess",,,"1842",
1915,"Garret of_Mornington","Wellesley",M,"Earl",,,,
1916,"Anne","Hill",F,"Hon.",,,"1831",
1917,"Arthur of_Wellington","Wellesley",M,"Duke",,,,
1918,"Arthur Dungannon","Hill",M,"Viscount",,,,
1919,"William","De_Braose",M,,,,,
1920,"William","De_Braose",M,,,,,
1921,"Bertha","",F,,,,,
1922,"Miles of_Gloucester","",M,"Earl of Hereford",,,,
1923,"Sybil","",F,,,,,
1924,"Bernard of_Neufmarche","",M,,,,,
1925,"Nest","",F,,,,,
1926,"Osbern Fitz Richard","",M,,,,,
1927,"Nest","",F,,,,,
1928,"Gruffydd Ap_Llywelyn","",M,,,,,
1929,"Henry_III","",M,"King of Germany","1017",,"1056",
1930,"Llywelyn Ap_Seisyll","",M,,,,,
1931,"Angharad","",F,,,,,
1932,"Cynfyn of_Powys","",M,,,,,
1933,"Bleddyn","",M,,,,,
1934,"Maredudd","",M,,,,,
1935,"Owain","",M,,,,"968",
1936,"Hywel Dda (the_Good)","",M,,,,,
1937,"Cadell","",M,,,,"909",
1938,"Rhodri Mawr (the_Great)","",M,,,,,
1939,"Anarawd","",M,,,,,
1940,"Idwal Foel (the_Bald)","",M,,,,"942",
1941,"","Unknown",F,,,,,
1942,"Iago","",M,,,,,
1943,"Ieuaf (Levan)","",M,,,,,
1944,"Meurig","",M,,,,"986",
1945,"Hywel (the_Bad)","",M,,,,,
1946,"Cadwallon","",M,,,,,
1947,"Cynan","",M,,,,,
1948,"Idwal","",M,,,,"996",
1949,"Iago","",M,,,,,
1950,"Cynan","",M,,,,,
1951,"Gruffydd Ap_Cynan","",M,,,,,
1952,"Owain Gwynedd","",M,,,,,
1953,"Iorwerth Drwyndwn","",M,,,,,
1954,"","Unknown",F,,,,,
1955,"Dafydd","",M,,,,,
1956,"","Unknown",F,,,,,
1957,"Gruffydd","",M,,,,,
1958,"Dafydd","",M,,,,,
1959,"Angharad","",F,,,,,
1960,"Gwenllian","",F,,,,,
1961,"Llywelyn Ap_Gruffydd","",M,,,,,
1962,"Kathryn","",F,,,,,
1963,"Norissa","",F,,,,,
1964,"Alfred the_Great","",M,"King West Saxons","849","Wantage,,,England","899",
1965,"Ealhswith","",F,,,,"905",
1966,"Ethelwulf","",M,"King of Wessex",,,"858",
1967,"Osburh","",F,,,,"846",
1968,"Athelstan","",M,,,,,
1969,"Ethelbald","",M,"King of Wessex",,,"860",
1970,"Judith","",F,,,,,
1971,"Ethelbert","",M,"King of Wessex",,,"866",
1972,"Ethelred_I","",M,"King of Wessex",,,"871",
1973,"Egbert","",M,"King of Wessex",,,"839",
1974,"Redburh","",F,,,,,
1975,"Athelstan","",M,,,,,
1976,"Oslac","",M,,,,,
1977,"Ethelswith","",F,,,,"888",
1978,"Ethelhelm","",M,,,,,
1979,"Ethelwald","",M,"King of York",,,,
1980,"Burghred","",M,"King of Mercia",,,,
1981,"Ethelred","Mucel",M,"Ealdorman",,,,
1982,"Ethelwerd","",M,,,,"922",
1983,"Elfwine","",M,,,,"937",
1984,"Ethelwine","",M,,,,"937",
1985,"Ethelfleda","",F,"Lady of Mercia",,,"918",
1986,"Ethelgiva of_Shaftesbury","",F,"Abbess",,,,
1987,"Elfrida","",F,,,,,
1988,"Baldwin_II of_Flanders","",M,"Count",,,,
1989,"Ethelred of_Mercia","",M,"Ealdorman",,,"910",
1990,"Henry_IV","",M,"Emperor","11 NOV 1050","Goslar,,,Germany","7 AUG 1106","Liege,,,Belgium"
1991,"Cerdic","",M,"King of Wessex",,,"534",
1992,"Cynric","",M,"King of Wessex",,,"560",
1993,"Ceawlin","",M,,,,"593",
1994,"Cutha","",M,"King of Wessex",,,"584",
1995,"Elesa","",M,,,,,
1996,"Elsa","",M,,,,,
1997,"Gewis","",M,,,,,
1998,"Wig","",M,,,,,
1999,"Freawine","",M,,,,,
2000,"Frithogar","",M,,,,,
2001,"Brond","",M,,,,,
2002,"Baeldaeg","",M,,,,,
2003,"Woden","",M,,,,,
2004,"Frithuwald","",M,,,,,
2005,"Frealaf","",M,,,,,
2006,"Frithuwulf","",M,,,,,
2007,"Finn","",M,,,,,
2008,"Godwulf","",M,,,,,
2009,"Geata","",M,,,,,
2010,"Taetwa","",M,,,,,
2011,"Beaw","",M,,,,,
2012,"Sceldwa","",M,,,,,
2013,"Heremod","",M,,,,,
2014,"Itermon","",M,,,,,
2015,"Hathra","",M,,,,,
2016,"Hwala","",M,,,,,
2017,"Bedwig","",M,,,,,
2018,"Sceaf","",M,,,,,
2019,"Unknown","",F,,,,,
2020,"Stuf","",M,,,,,
2021,"Wihtgar Isle_of_Wight","",M,"King",,,"544",
